sim_time,event,value,soc
3969.900207046,run_started,22,0.999666
3998.516875205,waypoint,1,0.885106
3998.533541873,tag,1,0.885106
4021.800209753,waypoint,2,0.790378
4021.900209758,tag,2,0.790044
4044.833544287,waypoint,3,0.695907
4045.050210965,tag,3,0.695231
4055.550211513,recovery,enter,0.649209
4055.550211513,recovery_enter,ClearGlobalCostmap-Context,0.649209
4055.550211513,recovery_exit,ClearGlobalCostmap-Context,0.649209
4055.566878180,recovery_enter,ClearLocalCostmap-Context,0.649209
4055.566878180,recovery_exit,ClearLocalCostmap-Context,0.649209
4055.583544848,recovery_enter,BackUp,0.649209
4065.650212040,recovery_exit,BackUp,0.615070
4065.650212040,recovery_enter,ClearLocalCostmap-Subtree,0.615070
4065.650212040,recovery_exit,ClearLocalCostmap-Subtree,0.615070
4065.650212040,recovery_enter,ClearGlobalCostmap-Subtree,0.615070
4065.650212040,recovery_exit,ClearGlobalCostmap-Subtree,0.615070
4065.650212040,recovery,exit,0.615070
4081.666879542,waypoint,4,0.552003
4082.083546230,tag,4,0.550586
4109.350214319,waypoint,5,0.437520
4109.366880986,tag,5,0.437520
4136.283549057,waypoint,6,0.327155
4136.283549057,dock,patrol_done,0.327155
4136.333549059,tag,6,0.326825
4166.483550632,waypoint,0,0.202894
4166.483550632,run_ended,22,0.202894
