sim_time,event,value,soc
8113.700423162,run_started,44,0.999669
8143.417091378,waypoint,1,0.881293
8143.483758049,tag,1,0.881293
8166.767092596,waypoint,2,0.786707
8167.017092609,tag,2,0.785700
8189.783760463,waypoint,3,0.692424
8189.800427131,tag,3,0.692090
8215.500428471,waypoint,4,0.585831
8215.767095152,tag,4,0.585137
8243.100429911,waypoint,5,0.471664
8243.367096591,tag,5,0.470960
8269.767097968,waypoint,6,0.362111
8269.767097968,dock,patrol_done,0.362111
8270.117097986,tag,6,0.360686
8299.867099538,waypoint,0,0.238177
8299.867099538,run_ended,44,0.238177
