sim_time,event,value,soc
393.900020543,run_started,3,0.999666
424.066688783,waypoint,1,0.879929
424.333355464,tag,1,0.878892
448.483356723,waypoint,2,0.781651
448.500023391,tag,2,0.781319
472.450024640,waypoint,3,0.683874
472.466691307,tag,3,0.683874
498.900026019,waypoint,4,0.575086
498.933359354,tag,4,0.575086
527.133360825,waypoint,5,0.458474
527.366694170,tag,5,0.457769
553.350028859,waypoint,6,0.350506
553.350028859,dock,patrol_done,0.350506
553.416695529,tag,6,0.350176
584.483363816,waypoint,0,0.223355
584.483363816,run_ended,3,0.223355
