sim_time,event,value,soc
4353.600227057,run_started,24,0.999670
4382.066895209,waypoint,1,0.885738
4382.166895214,tag,1,0.885408
4405.566896434,waypoint,2,0.790353
4405.700229775,tag,2,0.789685
4428.683564307,waypoint,3,0.695603
4428.883564317,tag,3,0.694928
4454.250232307,waypoint,4,0.589591
4454.333565644,tag,4,0.589261
4481.833567079,waypoint,5,0.475284
4481.916900416,tag,5,0.474954
4508.983568495,waypoint,6,0.364058
4508.983568495,dock,patrol_done,0.364058
4509.033568497,tag,6,0.363727
4539.366903413,waypoint,0,0.239129
4539.366903413,run_ended,24,0.239129
