sim_time,event,value
197.316676957,tag,5
215.233344558,tag,0
227.566678535,waypoint,0
227.833345215,recovery_enter,BackUp
234.133345544,recovery_exit,BackUp
234.916678918,recovery_enter,Spin
236.800012350,recovery_exit,Spin
236.983345692,recovery_enter,Wait
242.033345956,recovery_exit,Wait
242.216679299,recovery_enter,BackUp
248.483346292,recovery_exit,BackUp
