sim_time,event,value,soc
0.100000005,run_started,1,0.999609
27.833334784,waypoint,1,0.867096
27.950001457,tag,1,0.866705
52.033336047,waypoint,2,0.751438
52.133336052,tag,2,0.751045
76.666670665,waypoint,3,0.633238
76.683337332,tag,3,0.633238
87.416671225,recovery,enter,0.577410
87.416671225,recovery_enter,ClearGlobalCostmap-Context,0.577410
87.416671225,recovery_exit,ClearGlobalCostmap-Context,0.577410
87.433337893,recovery_enter,ClearLocalCostmap-Context,0.577410
87.433337893,recovery_exit,ClearLocalCostmap-Context,0.577410
87.466671228,recovery_enter,ClearLocalCostmap-Subtree,0.577410
87.466671228,recovery_exit,ClearLocalCostmap-Subtree,0.577410
87.466671228,recovery_enter,ClearGlobalCostmap-Subtree,0.577410
87.466671228,recovery_exit,ClearGlobalCostmap-Subtree,0.577410
87.466671228,recovery,exit,0.577410
102.733338691,waypoint,4,0.505647
102.783338693,tag,4,0.505647
130.416673468,waypoint,5,0.369680
130.483340138,tag,5,0.369680
156.566674832,waypoint,6,0.241938
156.566674832,dock,patrol_done,0.241938
156.616674834,tag,6,0.241542
186.683343069,waypoint,0,0.095063
186.683343069,run_ended,1,0.095063
