sim_time,event,value,soc
186.700009737,run_started,2,0.999604
215.483344571,waypoint,1,0.863395
215.550011241,tag,1,0.862999
239.516679158,waypoint,2,0.747952
239.566679161,tag,2,0.747952
262.916680378,waypoint,3,0.634534
263.000013716,tag,3,0.634137
288.516681713,waypoint,4,0.508924
288.633348386,tag,4,0.508526
316.350016498,waypoint,5,0.372641
316.400016501,tag,5,0.372248
342.916684551,waypoint,6,0.242988
342.916684551,dock,patrol_done,0.242988
343.133351229,tag,6,0.242184
373.116686126,waypoint,0,0.095848
373.116686126,run_ended,2,0.095848
