sim_time,event,value
202.966677252,tag,0
215.433344569,waypoint,0
226.216678464,tag,1
239.800012506,waypoint,1
251.350013108,tag,2
263.283347064,waypoint,2
277.550014475,tag,3
289.666681773,waypoint,3
301.333349049,tag,4
