sim_time,event,value
17.016667554,tag,0
29.616668211,waypoint,0
40.483335444,tag,1
53.800002805,waypoint,1
65.850003434,tag,2
77.716670719,waypoint,2
92.166671473,tag,3
103.633338738,waypoint,3
115.000005997,tag,4
127.916673338,waypoint,4
166.666675359,tag,5
179.650009369,waypoint,5
186.950009750,waypoint,6
