sim_time,event,value,soc
1703.500088844,run_started,10,0.999670
1717.600089579,tag,1,0.941054
1730.016756894,waypoint,1,0.894100
1741.400090821,tag,2,0.844841
1754.166758153,waypoint,2,0.796743
1765.366758737,tag,3,0.747260
1777.550092706,waypoint,3,0.701011
1791.850093452,tag,4,0.637833
1803.716760737,waypoint,4,0.593058
1809.933427728,recovery_enter,ClearGlobalCostmap-Context,0.565843
1809.933427728,recovery_exit,ClearGlobalCostmap-Context,0.565843
1809.966761063,recovery_enter,ClearLocalCostmap-Context,0.565843
1809.966761063,recovery_exit,ClearLocalCostmap-Context,0.565843
1809.983427731,recovery_enter,Spin,0.565843
1811.216761128,recovery_exit,Spin,0.560822
1811.216761128,recovery_enter,Wait,0.560822
1816.316761394,recovery_exit,Wait,0.543855
1822.616761723,tag,5,0.515782
1834.000095650,waypoint,5,0.473201
1872.866764344,tag,0,0.304386
1886.416765050,waypoint,0,0.252435
1886.416765050,run_ended,10,0.252435
