sim_time,event,value
18.633334305,tag,0
30.866668276,waypoint,0
41.083335475,tag,1
55.150002876,waypoint,1
66.950003491,tag,2
78.716670772,waypoint,2
92.900004845,tag,3
104.700005460,waypoint,3
116.083339387,tag,4
128.316673358,waypoint,4
130.666673481,tag,276
166.800008699,tag,5
179.516676029,waypoint,5
186.683343069,waypoint,6
